index_col	content	data	like	place	tags	comment
39	"12월 9일 수요일 <동피랑길36>에 위치한 동피랑사진관과 동피랑와팡은 정상영업 중입니다-동피랑사진관 사진촬영 예약 및 문의 : 카카오톡 dongpirangphoto 또는 전화 010 2769 8485-동피랑사진관에 방문해주시는 모든 분들은 마스크 착용 의무입니다. 입장 시 착용하신 마스크는 한 팀씩 촬영하시는 스튜디오룸에서 촬영하실 때만 아주 잠깐 벗으실 수 있습니다.-물론 사진관 실내외 공간 및 소품 등은 계속 속독 중이며, 스튜디오룸도 한팀씩 촬영 끝나실 때마다 소독하고 있습니다. 그러니 찾아주시는 분들도 꼭 마스크착용과 손소독 지켜주세요^^-바로 옆 #동피랑와팡 @dongpirangwafpang 의 시그니쳐메뉴인 통영유자와팡과 인어공주와팡은 여기만 있으니 사진 촬영 후 꼭 드셔보세요~!! 포장주문 후 찾아가시는 분들도 많은 와팡이에요^^ (010.8480.0775 : 광고전화사절)-#통영 #통영여행 #통영관광 #거제 #동피랑 #동피랑마을 #동피랑벽화마을 #통영사진관 #통영흑백사진관 #흑백사진관 #동피랑사진관 #동피랑흑백사진관 #커플사진 #흑백사진 #가족사진 #교복사진 #루지 #통영케이블카 #달아공원 #통영가볼만한곳 #가족여행 #국내여행지 #통영중앙시장 #우정여행 #국내가볼만한곳 #동피랑와팡 #바리바리수산 #통영사진관 #디피랑 #신혼여행 #우정사진"	2020-12-09	25	Tongyeong	"['#동피랑와팡', '#통영', '#통영여행', '#통영관광', '#거제', '#동피랑', '#동피랑마을', '#동피랑벽화마을', '#통영사진관', '#통영흑백사진관', '#흑백사진관', '#동피랑사진관', '#동피랑흑백사진관', '#커플사진', '#흑백사진', '#가족사진', '#교복사진', '#루지', '#통영케이블카', '#달아공원', '#통영가볼만한곳', '#가족여행', '#국내여행지', '#통영중앙시장', '#우정여행', '#국내가볼만한곳', '#동피랑와팡', '#바리바리수산', '#통영사진관', '#디피랑', '#신혼여행', '#우정사진']"	 
40	"곧 점심시간이에용🧡모두 맛있는 점심시간 되세요☺️.여기는 제주갔을때 방문했던""히비안도코하쿠""라는 일본가정식 가게였어요!가게 분위기부터 맛까지 정말 최고였어요👍기회되신다면 가보시는거 추천!!🙏..🏷장소: 히비안도코하쿠"	2020-12-09	232	서귀포	[]	 
49	"🌳🌲🌱"" 그리움 지우려 ""♡♡♡그리움 지우려 / 이지인감꽃이 팝콘처럼 부풀던 날부푼 내 맘 짓밟고 간 사랑닿으면 타서 죽는 고압선 같은사랑도 매양서글픔 한 페이지 떨구고 가고텅빈 공허는 세월에 걸리었다그날이 차마  내겐 아픔인것을처절한 울음 한가닥 역류하며후두두둑~~비가되어  생각을 적시고시리운 내사랑이 아프게 멍울져흐릅니다그리움을지우려 더 그리운 곳으로떠나려하지만구부정하게 늙어가는 내청춘자꾸만 자꾸만 쌓여가는 그리움을어찌합니까?함덕본초불닭발/제주매운맛집/함덕맛집/함덕해수욕장맛집⛱함덕해수욕장🐓함덕매운맛집🐔open 오후4시 ~마지막주문10시40분까지🏝함덕해수욕장까지 도보로5분🏡제주 제주시 조천읍 신북로564🏜요리하는 시인,민턴매니아,바리스타🏝대표메뉴:무뼈닭발,국물닭발,소금구이날개봉,오뎅탕🌱함덕해수욕장근처맛집,함덕서우봉🤳010-5303-7384👉배달의민족👈☘주문가능🌱포장가능(천원할인)https://url.kr/98k3nc#맛제주 #함덕해변 #함덕해변맛집#제주도동쪽맛집#함덕닭발매운맛집 #함덕서우봉#제주도맛집 #함덕본초불닭#조천맛집 #함덕맛집 #국내여행추천 #가을제주여행#맛있는제주 #국내여행지 #함덕매운닭발맛집 #도민맛집 #함덕맛집 #함덕해수욕장 #함덕서우봉해변 #함덕매운맛집추천#제주시맛집 #함덕해수욕장맛집 #함덕해수욕장근처맛집  #함덕추천 #현지인맛집 #본초불닭발함덕점  #본초불닭함덕"	2020-12-09	55		"['#맛제주', '#함덕해변', '#함덕해변맛집', '#제주도동쪽맛집', '#함덕닭발매운맛집', '#함덕서우봉', '#제주도맛집', '#함덕본초불닭', '#조천맛집', '#함덕맛집', '#국내여행추천', '#가을제주여행', '#맛있는제주', '#국내여행지', '#함덕매운닭발맛집', '#도민맛집', '#함덕맛집', '#함덕해수욕장', '#함덕서우봉해변', '#함덕매운맛집추천', '#제주시맛집', '#함덕해수욕장맛집', '#함덕해수욕장근처맛집', '#함덕추천', '#현지인맛집', '#본초불닭발함덕점', '#본초불닭함덕']"	 
50	불멍 때리고 싶은 날 🔥--📍 군산 금강호휴게소 캠프닉	2020-12-09	31		[]	 
52	수영할때도 오션뷰💙	2020-12-09	45	롯데 시그니엘 부산	[]	 
53	이제 오션뷰보다는 마운틴뷰 ⛰💚21년도 일출은 여기로 찜콕 ✔️-📍강원도 양양군 강현면 전진리 3-2#낙산비치호텔	2020-12-09	14	낙산비치호텔	['#낙산비치호텔']	 
54	작년 이맘때쯤 갔던 곳을올해 또 다시 우리 오빠와 함께 ⁎ᵕᴗᵕ⁎ 여전히 예쁜 공간에서 여전히 알콩달콩 ♥️	2020-12-09	598	동백포레스트	[]	 
55	수익금 신청 올렸더니 아침부터 문의폭발 🔥신청하면 당일 7시 칼 입 금 !세금까지 떼고 확실하니까 더 믿을만한 🖤고민은 시간만 늦출 뿐 ! ♥️	2020-12-09	0		[]	 
56	_정선이 1시간만이라도 더 가까웠어도분기별로 방문할 것 같은 파크로쉬ㅜ.ㅜ🤎파트별로 소개하고싶은곳 산더미인데첫 스타트는 북캉스존으로 시작하려고해요!분위기도 좋고 의자도 정말 편안해서엉덩이 오래 못붙이는편인 제가몇달째 붙잡던책 진도를 확뺀거있죠☺	2020-12-09	8	PARK ROCHE Resort & Wellness	[]	 
57	"🌻""사소함부터""♡♡♡밥은 먹었는지,잠은 편안히 잤는지오늘 할 운동은 다녀왔는지~~아주 작은 사소함을 챙길 줄아는 사람이 좋더라.아무것도 아닌 내 얘기에 귀기울여주고 웃어주는  겨울 이맘때면 감기처럼 달고 사는추억 같은~~자주 아프는 어깨의 통증에 신경이쓰이는  길거리 다방 믹스 커피에도 행복을느낄 수 있는ᆢ사소해 보이지만 아주 작은 소소함으로마음을 충만케 해주는 행복함이랍니다.함덕본초불닭발/제주매운맛집/함덕맛집/함덕해수욕장맛집⛱함덕해수욕장🐓함덕매운맛집🐔open 오후4시 ~마지막주문10시40분까지🏝함덕해수욕장까지 도보로5분🏡제주 제주시 조천읍 신북로564🏜요리하는 시인,민턴매니아,바리스타🏝대표메뉴:무뼈닭발,국물닭발,소금구이날개봉,오뎅탕🌱함덕해수욕장근처맛집,함덕서우봉🤳010-5303-7384👉배달의민족👈☘주문가능🌱포장가능(천원할인)https://url.kr/98k3nc#맛제주 #함덕해변 #함덕해변맛집#제주도동쪽맛집#함덕닭발매운맛집 #함덕서우봉#제주도맛집 #함덕본초불닭#조천맛집 #함덕맛집 #국내여행추천 #가을제주여행#맛있는제주 #국내여행지 #함덕매운닭발맛집 #도민맛집 #함덕맛집 #함덕해수욕장 #함덕서우봉해변 #함덕매운맛집추천#제주시맛집 #함덕해수욕장맛집 #함덕해수욕장근처맛집  #함덕추천 #현지인맛집 #본초불닭발함덕점  #본초불닭함덕"	2020-12-09	73		"['#맛제주', '#함덕해변', '#함덕해변맛집', '#제주도동쪽맛집', '#함덕닭발매운맛집', '#함덕서우봉', '#제주도맛집', '#함덕본초불닭', '#조천맛집', '#함덕맛집', '#국내여행추천', '#가을제주여행', '#맛있는제주', '#국내여행지', '#함덕매운닭발맛집', '#도민맛집', '#함덕맛집', '#함덕해수욕장', '#함덕서우봉해변', '#함덕매운맛집추천', '#제주시맛집', '#함덕해수욕장맛집', '#함덕해수욕장근처맛집', '#함덕추천', '#현지인맛집', '#본초불닭발함덕점', '#본초불닭함덕']"	 
58	⠀'◡'⠀⠀⠀디톡스는 단순하게 kg을 줄여 살을 빼는게 아니에용~~🙅‍♀️🙅‍♀️🙅‍♀️⠀⠀⠀몸 속 독소들을 배출 시키는 해독 요법인데똥만 뺀다고 몸이 해독이 되는게 아닙니다🤚⠀⠀⠀⠀몸 속에 영양을 차곡 차곡 넣어서❤몸의 기능들을 올려서 체지방=독소가 스스로 몸 밖으로 배출되게끔 환경을 만들어주는게 올바른 해독입니다 *•̀ᴗ•́*~~⠀⠀⠀그러다보니 건강 + 다이어트를 동시에 잡을 수 있는거지요😍⠀⠀건강과 아름다움을 담은 택배갑니다용💜⠀⠀⠀⠀__________________________________________⠀⠀🤷‍♀️문의는 오픈KAKAOTALK or DM⠀•ᴥ• 리즈갱신하기 '◡' 하연코치팀과 함께해요ෆ⃛ ⠀⠀⠀⠀⠀⠀	2020-12-08	20		[]	 
59	"🌱🌱🌱""켜든 채""깜박하고당신 생각을 켜든 채잠이 들었답니다.함덕본초불닭발/제주매운맛집/함덕맛집/함덕해수욕장맛집⛱함덕해수욕장🐓함덕매운맛집🐔open 오후4시 ~마지막주문10시40분까지🏝함덕해수욕장까지 도보로5분🏡제주 제주시 조천읍 신북로564🏜요리하는 시인,민턴매니아,바리스타🏝대표메뉴:무뼈닭발,국물닭발,소금구이날개봉,오뎅탕🌱함덕해수욕장근처맛집,함덕서우봉🤳010-5303-7384👉배달의민족👈☘주문가능🌱포장가능(천원할인)https://url.kr/98k3nc#맛제주 #함덕해변 #함덕해변맛집#제주도동쪽맛집#함덕닭발매운맛집 #함덕서우봉#제주도맛집 #함덕본초불닭#조천맛집 #함덕맛집 #국내여행추천 #가을제주여행#맛있는제주 #국내여행지 #함덕매운닭발맛집 #도민맛집 #함덕맛집 #함덕해수욕장 #함덕서우봉해변 #함덕매운맛집추천#제주시맛집 #함덕해수욕장맛집 #함덕해수욕장근처맛집  #함덕추천 #현지인맛집 #본초불닭발함덕점  #본초불닭함덕"	2020-12-08	100		"['#맛제주', '#함덕해변', '#함덕해변맛집', '#제주도동쪽맛집', '#함덕닭발매운맛집', '#함덕서우봉', '#제주도맛집', '#함덕본초불닭', '#조천맛집', '#함덕맛집', '#국내여행추천', '#가을제주여행', '#맛있는제주', '#국내여행지', '#함덕매운닭발맛집', '#도민맛집', '#함덕맛집', '#함덕해수욕장', '#함덕서우봉해변', '#함덕매운맛집추천', '#제주시맛집', '#함덕해수욕장맛집', '#함덕해수욕장근처맛집', '#함덕추천', '#현지인맛집', '#본초불닭발함덕점', '#본초불닭함덕']"	 
60	"🤗""굿나잇""잘자요 예쁜꿈은 덤으루~~함덕본초불닭발/제주매운맛집/함덕맛집/함덕해수욕장맛집⛱함덕해수욕장🐓함덕매운맛집🐔open 오후4시 ~마지막주문10시40분까지🏝함덕해수욕장까지 도보로5분🏡제주 제주시 조천읍 신북로564🏜요리하는 시인,민턴매니아,바리스타🏝대표메뉴:무뼈닭발,국물닭발,소금구이날개봉,오뎅탕🌱함덕해수욕장근처맛집,함덕서우봉🤳010-5303-7384👉배달의민족👈☘주문가능🌱포장가능(천원할인)https://url.kr/98k3nc#맛제주 #함덕해변 #함덕해변맛집#제주도동쪽맛집#함덕닭발매운맛집 #함덕서우봉#제주도맛집 #함덕본초불닭#조천맛집 #함덕맛집 #국내여행추천 #가을제주여행#맛있는제주 #국내여행지 #함덕매운닭발맛집 #도민맛집 #함덕맛집 #함덕해수욕장 #함덕서우봉해변 #함덕매운맛집추천#제주시맛집 #함덕해수욕장맛집 #함덕해수욕장근처맛집  #함덕추천 #현지인맛집 #본초불닭발함덕점  #본초불닭함덕"	2020-12-08	72		"['#맛제주', '#함덕해변', '#함덕해변맛집', '#제주도동쪽맛집', '#함덕닭발매운맛집', '#함덕서우봉', '#제주도맛집', '#함덕본초불닭', '#조천맛집', '#함덕맛집', '#국내여행추천', '#가을제주여행', '#맛있는제주', '#국내여행지', '#함덕매운닭발맛집', '#도민맛집', '#함덕맛집', '#함덕해수욕장', '#함덕서우봉해변', '#함덕매운맛집추천', '#제주시맛집', '#함덕해수욕장맛집', '#함덕해수욕장근처맛집', '#함덕추천', '#현지인맛집', '#본초불닭발함덕점', '#본초불닭함덕']"	 
61	"이제는 오래된 추억이 되어버렸지만 올해 울릉도에서 독도를 담으려는 사진가들의 노고를 보며 문득 옛 생각이 나서 올려본다.개인에게는 큰 의미가 있지만 영상으로는 크게 와닿지는 않을 수 있다. 영상 속의 섬은 쿠크다스 섬이라 불리는 소매물도의 등대 섬이다. 한동안 오메가만 집중적으로 담으러 다니다 보니 지겹기도 했고 뭔가 새로운 것이 필요해 시작한 작업이었다. 거리는 기억으로 70여 km였고 등대섬의 전체 모습을 넣으려면 해발고도 400미터 이상의 장소가 필요했는데 준비된 장소만 해도 셀 수 없었다. 그중 가능한 곳은 몇 안되었고 각 장소에 맞춰 기회가 오기만을 기다리고 가능성이 있을땐 주저없이 180키로를 달려야 했다. 그리고 다시 180키로를 달려 출근하기를 3년 걸렸던 것 같다.마지막 이 영상을 담았을 땐 처음 생각했던 장소와는 전혀 다른 곳에 있었는데 장소가 마땅치 않아 좁은 틈으로 기회를 잡을 수 있었다. 촬영 후 허무하기는 했지만 각도로 인해 예상치 못한 홍도가 겹치는 문제가 있었고 이것이 최선이었기에 이것으로 만족할 수 밖에 없었다. 사실 더 이상 투자할 수 없었다.이러한 작업이 얼마나 힘든지 알기에 독도를 담겠다 하시는 분들의 고통과 어려움을 직-간접적으로 느낀다. 처음 태양 속에 독도를 채우기 위해 도전한 분의 노력은 이로 말할 수 없었을 것이다. 누구나 할 수 없었기에 더욱 가치 있고, 누구보다 먼저 그 길을  찾아 도전하여 이루어 냈기에 비교할 수 없는 빛을 받을 수 있었을 것이다.독도라는 의미에 비하면 보잘 것 없지만 한 번 경험 해봤으니 되었다 생각한다. 지금 작업 중인 것들만 해도 벅찬데 언제 독도 타임랩스 한 번 만들어 보나. 이상하게 섬은 겁이나서 못 가겠다. 차 가지고 갈 수 있고 언제든 나올 수 있는 곳에나 겨우 가볼 수 있겠네.#일출여행 #오여사 #일출명소 #일출 #풍경사진 #타임랩스 #타임랩스공부 #출사스타그램 #출사 #국내여행 #국내여행지 #국내여행추천 #니콘카메라 #니콘으로찍다 #니콘 #니콘이미징코리아 #igworld_nature #ig_color #igtones #igshots #ig_landscape #lazyshutters #landscape_love #allaboutnikon #splendid_shotz #timelapsevideo #timelapsephotography #timelapse #timelapseart"	2020-12-08	0		"['#일출여행', '#오여사', '#일출명소', '#일출', '#풍경사진', '#타임랩스', '#타임랩스공부', '#출사스타그램', '#출사', '#국내여행', '#국내여행지', '#국내여행추천', '#니콘카메라', '#니콘으로찍다', '#니콘', '#니콘이미징코리아', '#igworld_nature', '#ig_color', '#igtones', '#igshots', '#ig_landscape', '#lazyshutters', '#landscape_love', '#allaboutnikon', '#splendid_shotz', '#timelapsevideo', '#timelapsephotography', '#timelapse', '#timelapseart']"	 
